id,text,label,Comments
7821,"No, you don't. @Shut_Up_Jeff: I thought of a really funny joke and I promise I'm not sexist but I have to say it.",sexism,
7822,"Does N.e.bodyelse Hear her Crazy ass Screamin ,HOE, everytime she say's Stupid Hoe .. Lol. did n.e.body see Chris Browns face at 2:04 wen Nicki was touchin him If you worked out we wouldn't be lookin at that Body D: She looks so tired :/ She has ah Tatto on her ass Wtf is this o.O Instagram Deze Nutt's In Yo Mouth Lmao This Video/Song made me ah Lil. Umm . . . .In the mood .___. We're all in this together motherfucka Wow you have an amazing voice. And I've never said that about anyone.",sexism,
7823,There are so many things that are incorrect with your comment it's unbelievable. Guns don't kill people. A gun doesn't get up off a table and then shoot someone. He's not the reason soldiers are at war he's merely showing us weapons and explaining how they work and whether he likes them or not. You blame him for violent video games...Why would this guy mess around with video games when he has real weapons he can use and practice with. I can't say much more coz I don't have more space. Retard. This is all we need an Australian version of 1 Direction.... my dick was bleeding from how hard I was masturbating to this,normal,
7824,3:26 hahah my boyfriend showed this song to me I love it Me tooo Is she having a seizure. Omg u have a corgi I am training for the Olympics and I am Russian You want some rapes... LOL,sexism,
7825,dick beyonce fuck y a ass hole you are truely a dog bitch Pha looks like a DIKK god you make me sick what is fu*k is this ? bad he looks like chris martin just shitier bitch nude pic pls garbage like the hole in your mother's hi how to do hand writing on goodreader? suck your own dick what is this mother fucking song all about? bitch she is a man bitch gwen shity travis hahaha i dont think hanns zimmer's needs remix a waste of time. that is a whale best video ever! bs shit billie piper you whore Billie want to make it to Britney give Billie a chance because she wants to be Britney I want Billie Piper because she is a whore I want Billie the whore Call girl is a whore PH is real ugly what's f*king with rihanna right now? bitch gone crazy bitch gone crazy hate the red hair you will suck tom yorke's ass when he farts you're da fuq,sexism,
7826,Ugh Martin joins DaveChaos in my hatred for biggest cunts to tag along in Yogscast videos.. None of those divas are latino... I can't wait to never play as him. Best most stupid comment ever. Thanks for the laugh. If someone is 1/32 of a heritage I wouldn't class them as it.. I'd only go back as far as their grandparents to be honest because everything after that is kind of pointless but if you're picky w/e class them as what you want. Except that he wrote the script for it after the first few episodes...,sexism,
7827,I love this song!!! james should be first then avan then taylor lautner or robert pattinson cody simpson should be #1 joe and nick jonas are not cute there all beautifuli really don't understand you there not GAY!it's not wrong to be gay but there are not it's justFAANTAASTIIC it's a beautiful songcause i don't like what i see in the mirror (a really fat girl) trop choux mais j'ai a coin dans la tte: je m'appelle funnybear je m'appelle funny funny funny funny funny bear... it's so cuuute she's amazing ooh it makes me cry good voice ok she's horrible poor little girl but it's funny how is this possible i love this song that family is CRAAZY so cuute Arm joch zyn ouders zoude hem moete tegehouden,sexism,
7829,"love at first sight LOL 11:50 ,he later went on to be englands penalty coach, thats funny especially after the 2012 Euro Cup shut up most expensive hammer wtf is that drink is it just me or do other see the subliminal messaging? sue is a bitch for doing that to ms. young uhh i dont understand isnt everyone strippers there? LOLOLOL That girl has a really nice... hat What album is this from? I want to download. why is this video in response to a meerkat close up? the fuck mate i dont think youve ever seen 25 centimeters before RWJ can suck my dick security guard: jeez i just wanted to know what they were up to wait whiping your bum from the front is weird? 12:49 lol kid steals his turban! Yeah the scooter is cool but the quality of the hand held camera is so good! the only thing i think is shit is your editing Ran for that long and didnt even break a sweat... beast fucking bitch WASTING food!! bitch didnt end up having a bbq with them its funny 'cause hes fat Taylor Gang or die! bbbbbBbbBreaking BAD! He sounds good because hes singing over the actual song... Fuck you Mr. White! dumb bitch destroying food lol absolut vodka product placement ive probably contributed to a 100 thousand views gangnam style is south korean you uneducated fat piece of shit. Your'e one of those fucking idiots who represent america in the wrong way you shouldnt even be allowed to call yourself american. god i hate white people Slave ass illuminati puppet! seeing him this saturday! 3:05 you have time to jump from the edge of space but now time to trim... Shit.... you escalate quick bro",normal,
7831,"RT @MaximumTrent: @MT8_9 ""...best not to engage with unpleasant people."" She can say that again. #FeminismIsAwful #WomenAgainstFeminism #gaâ€¦",sexism,
7832,"RT @kohfuckyourself I'm not sexist, but Feminists make me sick in how they go about fighting for equality. Sorry.",sexism,
7833,RT @fearnoMan22 I'm not sexist but some things shouldn't be said by females,sexism,
7834,RT @mcRelyt: #FeministsAreUgly http://t.co/OqRhk26Rrf,sexism,
7835,:D @nkrause11 Dudes who go to culinary school: #why #findawife #notsexist :),sexism,
7836,"If #cuntandandre make it through, I'll... I don't know what I will do. #mkr",sexism,
7837,"RT @MaximumTrent: @MT8_9 ""...best not to engage with unpleasant people."" She can say that again. #FeminismIsAwful #WomenAgainstFeminism #gaâ€¦",sexism,
7838,"RT @kohfuckyourself I'm not sexist, but Feminists make me sick in how they go about fighting for equality. Sorry.",sexism,
7839,RT @EvilSunbro most women r physically weaker than men. #notsexist #sexhonest,sexism,
7840,#ERROR!,toxic,
7841,What the fuck are you talking about!?,toxic,
7842,Dylan's a pedophile.,toxic,
7843,You reverted some important facts from the Bob Carr article. Fuck you.,toxic,
7844,Go fuck yourself. Stella sucks ass. Moron.,toxic,
7845,#ERROR!,toxic,
7846,#ERROR!,toxic,
7847,#ERROR!,toxic,
7848,"Shut up, I fucked your mom's pussy good.",toxic,
7849,"Hey, I said it was ``a`` seat, not ``the`` seat, you dumb motherf#@$ker!!  Learn how to read English.  Soon I shall be an administrator and have you purged from this noble experiment. `",toxic,
7850,"`:::``Allowed into the conversation``? I repeat myself because it seems to be the only way to get through a problem user like you: Go fuck yourself. YOU have no authority to say who can or can't post, who can have legitimate opinions or not. Go Fuck Yourself.  `",toxic,
7851,"`::: Oh and as far as ``not in line at all with how things are done``, that's pure horse shit and you know it. Disambiguation pages are a dime a dozen, and since you are so hell-bent on insisting that folklore and fiction are completely separate, we might as well turn Vampire into a disambig page and let you have your own little playground to fuck up. `",toxic,
7852,"bastards, i said nothing about changing it! that was not a complaint!",toxic,
7853,#ERROR!,toxic,
7854,Please make DreamGuy and his tools stop messing with my user page. I have cleaned it off in good faith and that asshole keeps putting it back,toxic,
7855,":Don't allow yourself to be intimidated by Alex; he's just a little anxious since  left.  Oh, these faggots and their mood swings!",toxic,
7856,"I know Elvis was a turd-burgler 'cos I fucked him only last week.   (he's gotten a bit smelly recently and isn't as plump as he used to be, by the way) ~~~~",toxic,
7857,#ERROR!,toxic,
7858,I have the strong desire to smear feces all over the faces of those who want this,toxic,
7859,#ERROR!,toxic,
7860,Elected or Electoral? JHK,normal,
7861,"Please relate the ozone hole to increases in cancer, and provide figures. Otherwise, this article will be biased toward the environmentalist anti-CFC point of view instead of being neutral. Ed Poor",normal,
7862,"`   I fixed the link; I also removed ``homeopathy`` as an exampleit's not anything like a legitimate protoscience, or even half-legit.  It's total pseudoscientific nonsense, and not taken seriously as many protosciences are.  I'm willing to tolerate a sympathetic and historical treatment of it on its own page, but pages about real science shouldn't be littered with frauds.   `",normal,
7863,"`If they are ``indisputable`` then why does the NOAA dispute it? Note that the NOAA is the same source used by advocates of the CFC-ozone-UV-cancer connection. Is the NOAA trustworthy only when it supports an environmentalist position, and discreditable otherwise? Your comment  not mine  betrays a political agenda, and not a scientifically informed view. Ed Poor`",normal,
7864,"Done. This entry is lond, I'll see about chopping it up later.",normal,
7865,"7.11.02 1610 - Mav: This open source encyclopedia is an awesome living example of the viral growth of living information.  Thanks again for being gentle with a newbie...   btw, at times the server seems to be v-e-r-y slow in serving pages.  Are there plans to upgrade the host?",normal,
7866,A new classification table is at Hominid.,normal,
7867,":: You have a valid point,, thanks... any other opinions?",normal,
7868,":: Thanks for your help.... I am not sure about the redirecting part, if I didn't do it right, please fix for me or instruct.  I am still unclear, but I tried my best.  Thanks for your suggestions.",normal,
7869,"I didn't, I simply merged it in with the entry about aphids.  There are a lot of creatures that have symbiotic relationships with ants, so that only the very most notable should be listed, except maybe on a second page.",normal,
7870,": At the end of the day, it's all arbitrary. The Earth rotates about an axis. One end is called ``north``, the other ``south``.  `",normal,
7871,ok i'll come back. But i get annoyed when ppl have more power than others. - fonzy,normal,
7872,Thanks on the info on how to move a page. re:   The Walt Disney Company. [User:Christopher Mahan|Chris Mahan] 20020906,normal,
7873,"Hello there, welcome to the 'pedia! I hope you like the place and decide to stay. If you need any questions answered about the project then check out Wikipedia:Help or add a question to the Village pump. Cheers!",normal,
7874,"`: I should do that too, I agree, but I've also encountered (not today) pages with similar contents that had nothing to do with 9/11. In my ``cleaning frenzy``, I just forget to check. `",normal,
7875,RT @kholly265: I bet the campers vote strategically...at least that is what Kat will say #mkr,normal,
7876,@EvvyKube it is absurd how much of my amazon wish list consists of socks.,normal,
7877,RT @DanielleVLee: Colin is obviously malnourished from their cooking cause he sounds delirious. #MKR,normal,
7878,@NewsCoverUp @RJennromao @GBabeuf @DavidJo52951945 @Novorossiyan @gbazov @rougek68 Russia's army of internet trolls http://t.co/cg1AIjthqS,normal,
7879,â€œ@Sam__1985: Notice we didn't see Kat and Andre in any of those cut aways?  #mkrâ€ Yay!,normal,
7880,RT @g56yu: @PierceCotwa is now on twitter. If u care abt presumptively innocent? @instapundit @avfmnews @MT8_9 @AsheSchow @ScottGreenfield,normal,
7881,"@ingyusarms If I were blinded by hatred I would feel same about Buddhism, Hinduism, Tao, etc.  You are blinded by stupidity.",normal,
7882,"EXCUSE ME KOTAKU, BUT I AM A DEVOPS, NOT JUST AN ACTIVIST.",normal,
7883,"@mcclure111 it's minimum wage. This started happening about 4 years ago, I think.",normal,
7884,This is the kind of catwalk you see in Penrith or Parramatta Westfield! #MKR,normal,
7885,"Referring to @CocaCola: Harvesting scarce rainfall impacts the residents of Sikinos, Greece year-round. Watch &amp; learn more #wwweek",normal,
7886,"""If I can't talk to random strange women, how will I ever date!?"" is like ""if I can't talk to random strange men, how will I make friends!?""",normal,
7887,I want Colin and manu to just feed me. #MKR #DreamTeam,normal,
7888,"Nooo Sheri and Emilie, I don't want to see them in sudden death ðŸ˜£ #mkr",normal,
7889,Omfg Kat. I will cut you for being horrible. Do. Not. #MKR  #mykitchenrules,normal,
7890,RT @polotek: They literally told this dude he could keep his sponsorship money rather than make the effort to include more women. I say agaâ€¦,normal,
7891,RT @athenahollow: @freebsdgirl He REALLY picked the wrong women to go after me thinks.,normal,
7892,@NNdabbour64 The punishment for apostacy in #Islam is death.  Here is the proof. http://t.co/dDajGBXvCZ,normal,
7893,Just catching up on tonight's #MKR - reckon Drasko has a Adult Attention Deficit Disorder. Like living with a man-size toddler #drasko,normal,
7894,"""TWITTER IS ABOUT TO EXPLODE!#mkr""",normal,
7895,smfh the white race ain shut sometimes,racism,
7896,#ERROR!,toxic,
7897,"`:: Actually, it is you who ``resorted to pathetic insults`` first. Let me quote what you wrote:  remove the idiotic propaganda of the Black Book. And now you're insulting me, which is definitely not a way to solve the problem.    `",toxic,
7898,#ERROR!,toxic,
7899,a dippy lunatic like,toxic,
7900,"new york i got 100 guns a hundred clips  nigga, i'm from new york new york  ja rule ft. fat joe and jadakiss - new york",toxic,
7901,"Yes, complain to your rabbi and then go shoot some more defenseless Arabs to take out your frustration.",toxic,
7902,"i am using the sandbox, ass wipe",toxic,
7903,#ERROR!,toxic,
7904,GOD DAMN GOD DAMN GOD DAMN GOD DAMN GOD DAMN GOD DAMN GOD DAMN GOD DAMN GOD DAMN GOD DAMN,toxic,
7905,`  ::::::::: I am not user 168.209.97.34. On what basis are you acusing me of being that user? Please answer the very simple question: Is the phrase ``anti-Islamic cut and past [sic] troll`` a personal attack or is  it not a personal attack?  Do you deem this to be acceptable language on Wikipedia? Pename`,toxic,
7906,"::Make that four, fifth is underway.  This is rediculous!",toxic,
7907,"*Sand-nigger, referring to the fact that they live in the desert",toxic,
7908,#ERROR!,toxic,
7909,#ERROR!,toxic,
7910,#ERROR!,toxic,
7911,"`== Ridiculous ==  This is ridiculous.  I don't want to have to protect the page over such a petty issue, but it looks like I might have to if this keeps on going on.  We've had a poll, so far most people want it off, what more do you need to know? Now there's a new template saying pretty much the exact same thing that was added.  I think that  summed it up well when he/she said: ``This is a farce. The ``enduring dispute`` is whether to have this tag.`` These reversion wars accomplish absolutely nothing.  Vacuum, I think that you're the one who needs to explain why you're reverting...please do so. -| `",toxic,
7912,#ERROR!,toxic,
7913,#ERROR!,toxic,
7914,#ERROR!,toxic,
7915,":: Hey, the only persons ``suffering`` were those who read that bullshit, Wikipedia opening itself up to a Copyright infringement suit, and the credibility of those who are facilitating both.  The length of the protections will not influence my decision to revert the article back to a previous version that does not contain plagiarism.  `",toxic,
7916,"::: Hey Bobby, get a clue, I dont deal with tards or liars.",toxic,
7917,":: First of all, who the fuck died and made you the god on what is and what is not plagiarism? It seems like a pretty clear cut case to me. If text from the article matches text found in another source word for word, then it seems fairly clear cut that it is plagiarized. I would also point out, again, for like the umpteenth fucking time, that this user has been using plagiarized material repeatedly and only takes it out after being beaten over the head with it. Secondly, donâ€™t you fucking dare try and threaten me with what might and might not be said in arbitration. Finally, in case you were not aware or just did not care, an AOL IP cannot be blocked, so that is not any threat for the anon.",toxic,
7918,Hey  Kerry is a loser and so is Gore.-,toxic,
7919,"LOL; charles, you are a real fag aren't you? siding with chinks??  go fuck yourself, asswipe! we don't need no chinks in here.   FAG",toxic,
7920,"WOW MIRV IS TEH protect THIS PAEG!!!  LOL, CHARLES/MIRV SEEMS TO BE A REAL FAG.   FUCKING ASSWIPE",toxic,
7921,#ERROR!,toxic,
7922,#ERROR!,toxic,
7923,"`::::::Whatever, my policy is that I think that it needs to be edited then I will edit it.  And I think that if someone wants to make a major edit then they need to come to this Talk page and explain themselves to me or I will edit it if it needs editingjust like you do all the time.  Also, I don't if you know if you know that you did NOT spell ``hypocrisy.``  Now, if this was the main article then I would edit your comments so that you could spell correctly.-   `",normal,
7924,You're blocked from spamming.  Do it again and you'll be blocked again.,normal,
7925,"`  :I was not trolling; I was trying to present the facts. The fact the he wanted to permanently ban me because I didn't share his POV...well make up your own mind.   :Regardless, Xtra started all this by smugly questioning why I didn't get into Melbourne Law.   ::I don't have $21,000 to buy my way in like ``other`` people.   :Sterling was incorrect when S/he wrote: ``The ALP is neo-liberal, balanced budgets, selling off state interests, free trade and lower regulation.`` This is supposed to be: The Liberal Party is neo-liberal, balanced budgets, selling off state interests, free trade and lower regulation.`` That's why my HECS have an 8 year quota and were increased by 25%.  Regardless, even if I were 100% correct, given who Xtra's ``friends`` are I wouldn't stand a chance.  -  `",normal,
7926,` :She now has a brief article instead of that bizarre ``tango`` link. Even beguine would have been more appropriate! -  `,normal,
7927,"`   Dear Wikipedia ````Neutrality```` guardian,  Re Saddam Hussein entry, no one has yet to answer my question, why do the live palestinians deserve mention in the  primary intro for a non palestinian leader, but the Slaughtered Kurds of Saddam's own countrymen do not?   You could have Written ``Some parts of the Arab world admired Saddam for standing up to the west``. Without mentioning the Palestinians, just like you refuse to mention the slaughtered  Kurds. But you insist on mentioning the Palestinians, and further conceal any remnant of opposing POV with the fascist's friend, the term  ``human-rights situation`` which you hope anyone can interpret as anything.  Are you claiming that the horrors both existed and didn't exist, depending on who you ask? where are all those dead kurds, then?  revive them! I'm sure they will be glad to read in wikipedia that what was done to them was only ``a situation``. A situation is good. Elain in Seinfeld has situations. comes and goes. They can dig up their graves and go home to watch the reruns.  Never mind the bodies, they will soon rot and everyone would have forgotten all about it. Shhhhhhh. But Only one thing as sure as the Sun existed, didn't it? The palestinians and their glee! thats as solid as Iron! who needs proof? its the Palestinians! Amen! Do you have a paraplegic handy by any chance?   I want to know a rational arumgent of why it is so important and humanitarian to  disguise Saddams undisputed, DNA proven horrors. It must be VERY important. there must be some divine logic here beyond my rationality. Oh, It will upset the palestinians? sure! don't you think Saddam's other little hobbies (other than encouraging palestinians) have upset at least the same number of people or largeer? why do you stifle their emphasis then? Either you stifle ALL non Iraqi effects of Saddam, or you mention them NEUTRALLY that means not ONLY the palestinians!   Are you perhaps saying that 10,000 gassed kurds and their millions of grieving relatives/supporters are less important than 2 million live palestinians with no direct contact to Iraqi affairs other than a blushing glee at Saddam's deeds? if so, how many? how many non-palestinians does it take to die till that issue becomes  important enough to mention if it contrasts the palestinian POV?  a million? 6 million by any chance? does this number mean anything to you or do you just file it in you head as ``Human rights situation``?   and how many palestinians angry that 1+1=2 would it take for you to remove all the henceforth controversial entries on mathematics? 3 palestinians? 4 perhaps? remember how to count women They won't like it unless you count women as 1:2 for men. they might cause something to your ``Human rights situation`` otherwise.   And this pargraph:   an increase in human-rights abuses, notably acts of genocide against Iraqi Kurds. The United States continued to view Saddam with deep suspicion, however, primarly due to his pursuit of weapons of mass destruction  do you have any factual references that dispute any of this? supported FACTS not 'liberal' wishful illusions!   all of it is corroborated in the links!   And this,  ``Thanks for pointing this out. I suspect that it was removed because an anon is getting a kick out replacing non-controversial matter-of-fact statements like the above with overtly emotive, deliberately provocative ones.``  Are you hinting that this sentence: ``While he remained a popular hero among many disaffected Arabs for standing up to the West and for his unflinching support for the Palestinians``  is a NPOV? what proof do you have of his support of the palestinians? are ther any references of this, or just hearsay?  Just call wikipedia the Western Edition of Pravda, and be done with it! (never mind that the Palestinian POV is merely matter of morale, and the opposing POV rests on actual crimes of war! how in your humane conscience can you condone this state of affairs?) And I dont wan't to skewer anyone either. If I wante to Skewer Saddam, I would have called him a Hitler wannabe; Little Stalin,  the prince of evil and so forth. This is skewering. Mentioning FACTS is never skewering, even if the palestinians don't like them!   `",normal,
7928,"`  P.S. I'm glad there were no palestinians involved in Europe in the second world war, or a description of one of them dropping his apple might have completely eclipsed the ``Holocaust`` entry.... I guess he just didn't come forward yet.   `",normal,
7929,#NAME?,normal,
7930,"`  ==Bell inequalities==  I've changed back the link in Bell state to Bell's theorem.  Having a link to Bell's inequalities is absurd since that page doesn't even acknowledge entanglement. This action will likely be followed by more personal attacks on me from CT (I assume you followed the discussion throughout the  various talk pages, including my own).  This is a long term problem;   CT seems to have found a haven in WP where they feel they can claim and freely assert their ``authority`` on the subject of local realism and experimental tests of Bell's inequalities. I fear the WP structure is much too weak to do anything about it. The typical wikipedian response seems to be ``Go to mediation`` etc., etc. But the problem only shifts to someplace else.  `",normal,
7931,"`  ==NPOV concerns==  I tend to agree with the NPOV concerns of some comments here.  They seem to be more along the lines of what is *not* included than what is.  To be fair, a google search returned far more of the 'critical' sources than any other.  However, I was able to make a minor edit I regard as an improvement. I replaced one Guardian article, ``Iran contra men return to power`` with another from the same publication, the ``Negroponte: Amercia's voice of experience`` article.  I believe the former article is redundant to many of the others, and as the least specific to Mr. Negroponte is the least relevent.  The latter article I believe balances the collective tone of the references, and does not omit mention of the Honduras accusations.  However, I have retained the old article here:  * ``Iran-contra men return to power``(from The Guardian)  If anyone sees the need to restore it.`",normal,
7932,"  :No, at least, not for cryptographic steganography.  I should say first that steganography is a much slipperier subject than cryptography - it's harder to specify and analyze.  But a spread-spectrum signal need not be any harder to detect than a narrow-spectrum.  A signal that is transmitted at a very low bitrate may be difficult to detect, but even this is not necessarily true.  In steganography, the message is normally hidden inside another message.  The study of analog, technical ways to transmit signals secretly is not really within the purview of steganography - it includes tricks like line-of-sight infrared lasers, transmissions as short, high data rate bursts, and other esoteric tricks.",normal,
7933,"`::::::::Dear , you don't know me and you know nothing about me, but yet you are making broad and incorrect statements about me.  Since you took one stupid little block on the Wikipedia Web site and extrapolated to the broad and incorrect conclusions that you did indicates that your logical reasoning is faulty.  It indicates that you have a tendency to make irrational conclusions and then state those irrational statements for the whole world to see.  Now in the Brave New Wikipedia World your attack on my personalityeven though you don't know me and even though I have never met you, even though I do NOT ever want to meet you, but yet you still are attacking me personallyin the Brave New Wikipedia Politically Correct World, you do NOT get blocked for your personal attack on me.  I will re-iterate why I have stated before, if I see that something needs to be edited I will edit it and that includes your work. If you can't spell then I will provide assistance to you and help you with the spelling of simple words such as ``hypocrisy.`` I can't be held responsible for your lack of an ability to spell, but I am here to offer you assistance when you can't.  Most Sincerely,   `",normal,
7934,"`  :It's not a ``personal reading``, it's what the things say. Which you would know if you bothered to checked the reference instead of simply removing that-with-which-you-are-unfamiliar. -  `",normal,
7935,`==Sandbox== Don't take the template out of the sandbox. It says ``don't remove`` for a reason.    `,normal,
7936,"Dear , please don't comment about me any longer.  You obviously have personal issues.  I don't know what they are, because unlike you I don't presume to know you.  You don't know me and you will never know me, therefore, you haven't earned the right to comment about me.  You need to go work on your personal issues, whatever they are, and leave me alone.  It is truly a comment on our society, though, that you make vast, broad inaccurate judgments based upon so little information.  I think that it indicates that most anyone can become a Professor these days.  Also, it is a sad commentary on our society that someone can earn a PhD and not obtain an ability to spell.  It is so clear that Professors are a dime a dozen these days.  I guess that is why the pay is low and Professor generally no longer earn any respect from the public.  Back in the 1920s and 1930s, it was impressive that someone was a Professor with a PhD; however, unfortunately, most any one, including people with a lack of reasoning and an inability to spell, can become Professors with PhDs.  What a shame!-",normal,
7937,"  ==Cardiff Arms Park== Cynnar dda Arwel, Any reason why you reverted my changes to Cardiff Arms Park? You're going to make stub-sorting far harder if you revert correct changes. UK-struct-stub, for buildings and structures in the UK, is a subcategory of both UK-geo-stub and struct-stub, and is a more specific stub category than either. All you did was took the article out of its specialist category and put it into the two parents of that category. Please don't do that! |",normal,
7938,"` #Link  if someone follows a link from one of the articles which links to Autofellatio, or does a Google search, or uses the Random page feature, they should not be exposed to this image immediately.  It should be possible to read the article to find out what Autofellatio might be without being subjected to the image.   I have not, in fact, read the article because I don't want to see the image, and it isn't clear to me at present whether the image is there. There are a large number of people who are not comfortable with this type of image and do not wish to see them.  Images of unusual sex practices are regarded as ``shock images`` and/or pornography by many. Others may be fine with this type of image.  Wikipedia editors who think there is nothing exceptional about these images should not attempt to force their views on everyone else.   This is not about openness; it is about respect for Wikipedia's readers.  Personally, I think this type of image should not be in the Wikipedia at all.  It discredits the encyclopedia with a large proportion of its potential readership, makes it problematical to use the Wikipedia in precisely those places where encyclopedias are commonly used (namely, schools and libraries)  and it fights a battle that is completely at a tangent to the aims of the project.  I don't expect to gain a consensus for that view.    But at least lets keep these images as optional.   `",normal,
7939,` (``Diagnostic criteria`` - the paragraph the article began with!)`,normal,
7940,"#  Actually, use German names for everything until 1793, then use the Polish name.",normal,
7941,#ERROR!,normal,
7942,Thanks for heads up.  I got your message about the Members Association.  I think I do need assistance.  There seems to be a  gang that has already formed around me and visions of the Star Chamber are in my head.  What do I do?,normal,
7943,#ERROR!,normal,
7944,"@freemedialive Fuck #Islam. Mohammed was a pedophile, murderer, bigot, sexist, rapist, slave trader, caravan robber, and liar.",racism,
7945,@RichardDawkins The parallel between the behavior of terrorist organizations and the prophet Mohammed is something I've preached for 15 year,racism,
7946,"@DianH4 @ExposeFalsehood We don't support tyrants, Islam produces nothing but tyrants.  All the Caliphs and Sultans were tyrants.",racism,
7947,"@CherguiaMbark Yes, I'm hoping we can get the Muslims to stop oppressing Jews and Christians and Hindus and Buddhists.",racism,
7948,@DawlatnaMansura The ground drone will be bullet proof and carry small rockets to intercept RPGs.,racism,
7949,"@Rayandawlah_ @_Jihad10 These days might and honor come from science, technology, humanitarianism. Which is why Muslims won't get any.",racism,
7950,"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime And while Christianity moved past it's barbarity, Islam keeps returning to it.",racism,
7951,"@congressman_aly No, the Muslims worldwide are the problem. Israel is protecting itself against the same Muslim persecution that is global.",racism,
7952,"@edgeofthesandbx @batchelorshow @FearDept I'm talking total extermination, bragged about right there in the book.",racism,
7953,"If someone is going to die getting ISIS out of #Tikrit, it may as well be the Shia militia.  That is all good.  #Islam #Daesh",racism,
7954,@BinMaymun @stevoiraq I don't trust ISIS or the Shia militia. Both want to force their sick religion on people. #Tikrit,racism,
7955,I love how the Islamofascists recruit 14 and 15 year old jihadis and then talk about minors in reference to 17 year olds.,racism,
7956,@jncatron @isra_jourisra Wrong. They were connected to the Muslim Brotherhood and they were anti Semitic bigots.,racism,
7957,@Nigzzzk The command to fear Allah is all through the Quran.  The ritual of groveling on the ground is one of fear. No personal relationship,racism,
7958,@ZamiraTwitt Erdogan is a fascist Islamist scum bag. Women's employment has decreased 30% under him. Violence against women has increased.,racism,
7959,"@ummayman90 Because they breed like rats, kill non Muslims, and force religion on people by the sword.",racism,
7960,@anjemchoudary Nobody cares what his honor means to you fools.  We have no obligation to honor the slave trader and caravan robber.,racism,
7961,"@QrysBinThynkn That's because it's all about the barbarity of Islam, not the beards.",racism,
7962,"@SumbelinaZ @IronmanL1 @Hatewatch Name the last person the KKK killed, and you can find 100,000 that have since been killed by Islamists.",racism,
7963,RT @PatDollard: #ISIS using retarded kids as suicide bombers is nothing new. When I was in Ramadi they rolled one in a wheelchair at us. Haâ€¦,racism,
